Gene	BH1	BH2	BH3	BPH1	BPH2	BPH3	BPH4	BPH5	BPH6	HH1	HH2	HH3	HPH1	HPH2	HPH3	HPH4	HPH5	HPH6	SMH1	SMH2	SMH3	SMPH1	SMPH2	SMPH3	SMPH4	SMPH5	SMPH6
Q4F8N1	6.357427027	3.787791199	1.5456465	17.47992739	13.4309901	10.12788276	15.73438197	12.58183435	8.062365582	0.600917631	0.661585922	0.688622815	0.574502323	0.589361414	0.754960211	0.864395132	0.697605672	0.922001946	0.193146928	0.260345478	0.11580602	0.039482476	0.3261387	0.958942938	0.180633058	0.172114338	0.405429935
PACRGL	70.95202509	70.34469369	62.07747686	48.42467123	68.82971941	43.68288828	65.4989389	46.67107784	78.01524343	30.49656979	35.68153406	18.64200335	15.08068598	16.22708425	8.926294256	29.27418181	21.21883919	22.00231917	10.10802257	9.860584996	9.997919738	2.211018675	7.1750514	3.715903885	12.35530118	7.469762265	7.761087321
SLIT2	76.56382796	50.82855047	30.73320366	96.97101248	90.79874722	82.83039472	104.9812602	76.20791972	80.86078422	14.47209962	5.248581648	4.77117236	17.28294488	5.2256712	25.62423774	4.494854688	8.13873284	4.819555628	0.836970022	0.292888663	0.733438127	1.144991814	0.3261387	0.639295292	0.397392728	1.342491836	0.318552092
MRPL22	16.48221822	14.46575496	12.43706253	12.28867285	14.02208501	15.58398122	15.58801563	15.55702595	12.83880906	21.23242297	29.85957795	26.36441634	33.65626109	29.58594296	24.78045868	46.85021617	34.29894554	28.54015115	9.206670239	13.24507622	5.751699	11.05509337	15.61389026	17.94022413	14.19775837	13.94126137	13.52398425
GEMIN5	29.00085539	29.65299395	27.64191066	23.60398547	20.49129051	19.7442563	18.95444154	22.11678573	17.07324476	20.33104652	18.39208863	20.80624648	8.330283684	8.68325816	14.83274767	13.31168504	13.31264157	15.00348622	6.985480566	5.532341417	3.860200671	2.684808391	5.70742725	8.870222177	9.176159355	10.56782035	12.71312438
CNOT8	53.64569596	58.11553925	56.75757728	87.2779669	77.82749762	78.97702519	96.63837857	89.29159362	86.85674518	56.03556912	50.41284726	57.20488098	60.17911833	44.28068754	54.0462692	62.00594416	55.16898189	54.02093221	11.65319799	15.36038323	17.91133111	13.93731415	16.6330737	20.4974053	20.33928235	24.99100186	19.37375902
LARP1	28.01977097	36.2184987	47.48369828	31.51253731	28.53674913	33.35040183	36.55499439	35.63060781	36.41614706	23.08525233	18.83314591	18.64200335	16.56481698	14.49829077	25.31337177	11.87102648	6.220317242	13.95575673	20.82767708	28.54037308	11.27178596	6.988398311	20.17983206	15.6227787	22.29011938	14.07895284	20.90860092
SAP30L	80.21346199	56.99723899	51.2220061	118.4254941	107.7434682	101.8926387	124.1918428	106.1390641	96.57900956	124.8907144	116.9242853	272.9405714	108.4851887	106.477962	113.288441	97.61902361	75.69021541	95.59483815	31.48294928	85.94655107	45.4731639	37.98214223	86.38598817	94.89539491	57.766452	67.91631773	87.19639524
GALNT10	42.38284685	29.00365832	30.08618884	15.77654699	28.04417003	18.95994214	13.39252047	18.31714345	13.34694134	15.67393488	5.336793104	13.67408161	2.968262002	6.011486418	6.6170042	2.996569792	2.150950822	3.227006812	4.088276645	3.059059372	3.551384617	0.947579432	2.77217895	2.557181168	1.5534443	1.170377498	2.316742484
MFAP3	82.45033447	73.87996547	83.46491098	123.4139653	153.6518402	153.8960771	176.8837266	129.0444548	159.7906658	68.85514525	57.24923512	60.89393177	91.39374455	145.7294322	160.5844778	190.6279398	143.9974375	176.395736	17.5441793	19.4933677	15.32499666	32.13873574	100.2876503	115.1530645	106.5735043	94.97269165	85.89322759
FAM114A2	120.7911135	138.4167127	125.6287097	64.07954819	63.73973539	70.3495695	78.74509302	67.89172152	52.87963308	170.9610661	140.1238983	152.1856421	89.23936084	103.6097365	115.375684	145.5641403	115.5118725	102.5936711	82.66688522	98.93128181	69.94683616	43.78606626	78.11021866	83.50794752	95.08524182	92.18443938	72.19548766
GRIA1	170.1592814	122.0029508	242.6305552	125.3606857	135.6891224	275.9421795	150.6475595	104.3109343	280.9632779	0.300458816	0.220528641	0.147562032	0.909628678	0.117872283	0.621731938	1.267779527	0.523204254	0.293364256	0	0.032543185	0.193010034	0.394824763	0.16306935	0.599339336	4.840965959	0.240960073	0.695022745
SCUBE1	14.12761562	9.703960309	14.05459957	9.368592172	10.14712944	8.866159995	10.68474311	12.8685998	18.08950933	1.852829363	0.882114563	0.393498751	0.335126355	0.628652174	0.799369635	0.633889764	0.174401418	0.544819332	0.160955773	0.325431848	0.154408027	0.118447429	0.081534675	0.439515513	0.072253223	0.13769147	0.115837124
TTLL12	50.34925232	43.18081966	44.32051475	45.22069382	62.2948367	52.34444459	50.3500223	46.13339261	51.79561754	53.48166918	58.30777259	47.7117236	32.89025799	34.85090492	33.61793409	26.04710665	21.45137441	29.79742653	50.60449516	77.51786621	57.555592	26.21636429	62.9447691	40.87494273	35.44020601	40.68782948	50.7366604
MCAT	18.67984731	20.41799827	18.72748433	13.46481645	12.31447747	23.90453137	22.21109269	17.20592731	15.07459111	4.15634695	5.954273298	3.39392673	8.617534845	6.325812505	13.36723667	13.71506943	9.185141348	5.741557574	1.577366579	4.816391351	2.81794649	2.329466104	5.299753875	7.511719681	6.719549764	5.54208168	3.504073007
TTLL1	39.32186346	41.9182226	44.75185796	44.28789027	44.92321381	47.36575474	64.47437449	65.20329538	47.96768766	2.153288179	3.572563979	5.656544551	2.202258905	1.885956523	3.774801054	7.376171796	3.894965002	2.472641583	0.386293856	0.715950066	0.154408027	0.276377334	0.244604025	0.998898894	1.011545126	0.585188749	0.318552092
PACSIN2	215.2499212	232.0292666	144.3921393	321.2899878	242.8414957	234.1007245	234.0397839	268.8426143	197.2569529	115.9270264	136.9482859	85.43841639	137.1145544	212.9559241	127.1441814	177.7196392	156.5543396	206.9056186	10.88061028	12.49658297	5.828903013	11.52888309	32.53233533	23.6539258	11.88565523	26.05811076	21.16923445
ARFGAP3	77.78037264	55.3378257	57.58431843	56.37377974	46.46662832	46.61554121	55.10692848	58.10585036	48.44194446	86.13152715	73.25961443	92.81651798	44.47605484	32.61133155	51.60375087	60.50765926	45.34436868	36.25144016	26.17140876	38.23824215	22.46636791	13.77938424	21.40285219	33.12348732	25.07186847	32.83941567	24.00724399
A4GALT	9.771600801	5.988317514	4.888556371	13.95149657	9.687388944	9.309467995	11.59953275	5.663617741	9.078630151	19.27944067	11.55570077	24.98717071	8.665410039	38.89785329	18.42991103	20.34209878	4.708838286	26.23514629	1.641748889	0.81357962	0.308816054	3.513940394	9.091116263	3.436212195	3.215268436	3.717669699	4.662444249
YTHDC1	284.1612907	393.5695426	291.6239547	203.5945139	229.4105056	193.8278977	208.8281812	200.1622877	193.5306495	277.5237927	317.3407139	252.4786363	187.95801	160.8170844	156.4099919	147.0047988	106.5011326	127.7391787	188.125108	218.4298564	239.2938396	38.49541443	64.16778923	66.0072389	47.61487414	47.22817432	57.07874295
KCTD18	30.96302422	37.55324417	27.67785593	28.38967325	28.73378077	25.67776337	39.33595493	34.98538554	39.76982014	22.58448764	23.81709319	16.18263615	18.57557511	20.66694024	20.60597281	31.92499355	18.07961367	29.83933571	5.536878605	6.606266516	3.435578597	4.145660015	7.868096138	8.510618575	7.153069104	7.607453735	8.137557975
SPATS2L	16.48221822	8.982476271	10.31629175	13.18091972	10.57403132	9.582272918	29.2366772	20.32450164	12.43230323	1.251911732	0.529268738	0.885372191	1.19687984	0.746524457	1.06582618	2.247427344	0.697605672	1.089638664	19.05716357	8.103253017	13.7809164	1.658264006	6.522774	17.06119311	9.826438365	1.99652632	37.67602465
C2ORF47	61.92604845	63.12985331	58.77051226	43.23341669	48.69965357	46.34273628	35.78657109	33.19310144	38.99068397	70.90828049	89.62283957	66.20616492	67.45614776	77.36350822	67.76878127	61.08392268	54.70391145	70.7007856	63.35219241	86.82521706	79.05690974	55.67029163	75.29727237	65.12820787	42.41264206	34.04421604	45.06064131
TYW5	38.30153567	44.44341673	35.62176003	25.38847922	26.23804667	22.23360122	19.90582277	21.68663755	17.24262219	39.96102248	42.73845056	38.8580017	28.96449212	35.00806796	29.2214011	21.72513099	23.54419143	20.99649887	14.00315229	19.68862681	13.70371238	11.0156109	22.70740699	19.01903494	11.92178184	15.52471328	10.65701543
C2ORF69	49.99606193	37.98613459	46.22561392	35.16263815	30.67125855	31.09976121	39.11640541	37.96057713	28.89578925	16.47515839	11.02643203	14.01839302	11.25067049	10.33347012	10.88030892	9.10496206	7.150458138	8.968564386	11.81415377	12.07352156	10.65415385	2.961185725	4.606709138	3.875727708	3.251395047	3.545555361	3.504073007
XB-GENE-5818975	3.021740007	1.479042278	2.156716046	7.665211777	5.746756153	5.115092305	13.50229523	15.09103208	4.539315076	3.204894033	2.469920776	2.656116572	26.57073244	26.67842665	24.78045868	28.87079742	22.03271247	16.47030749	3.315688932	4.979107275	5.404280939	21.55743208	29.71938904	27.52965351	25.18024831	16.41970784	7.819005883
PLCL1	39.28262009	55.69856772	27.24651272	152.249762	137.3310528	89.07080734	79.95261536	87.92945771	53.82814668	6.009176313	14.46667883	9.739094096	4.54814339	13.28027719	18.82959584	17.57603436	1.802147986	6.831196238	1.287646187	4.19807084	0.849244148	0.987061908	4.280570438	5.673745717	2.42048298	2.547292201	2.953846667
RFTN2	22.64342836	59.77495253	16.06753454	46.92407421	80.45458614	69.94036212	67.3285182	81.33385224	53.96364862	21.33257591	26.50754261	17.95338053	31.45400218	29.90026905	37.30391629	45.35193127	41.04246704	38.13735323	15.58051887	16.14141966	16.40585285	22.8603538	34.65223688	41.3544142	20.01414285	38.76014889	22.15385
MOB4	230.0839176	253.5294909	214.1978486	199.3360629	194.1418422	189.5994214	192.6547002	193.2082255	208.0293573	401.4129777	349.1409439	446.0308347	169.6218109	169.6575056	164.4480977	150.4623794	159.7516989	140.3538417	197.3639694	249.0204501	236.089873	114.222804	166.6568757	177.2446197	162.2807395	152.9063778	149.4878088
HSPE1	44.42350243	50.28743744	35.80148637	79.20718836	74.11673507	74.10063719	69.6703797	68.96709198	60.73874575	144.3704609	279.5862106	126.85416	227.6465455	385.2459107	288.7944853	246.8136234	325.6074474	243.9952423	55.78727106	116.5371448	72.22435455	92.46795958	154.5897438	135.8902055	67.26775086	92.49424518	64.37648177
HSPD1	142.5319442	191.19327	145.2188804	225.860129	216.8661579	223.2567288	216.5855974	210.951838	208.8762444	131.8012671	144.225731	85.43841639	258.8132965	442.1389324	368.2429451	288.7656005	351.3607235	273.4993046	79.73749015	88.51746267	41.45855521	80.93907649	157.5657594	141.803687	93.96531686	113.5610401	95.13123825
COQ10B	60.74874715	67.67520275	45.93805178	33.78371117	31.65641675	23.56352522	26.41912508	26.7408787	27.43914337	148.0761196	133.9490963	150.8083965	360.3087069	530.2288184	378.0574279	501.6949348	422.1676992	388.5819111	221.8292469	189.5965947	131.6714449	158.1273177	482.2776027	408.5496476	318.419955	400.7854472	223.6525275
SF3B1	356.2121304	424.1604658	351.5806608	637.3481644	699.823545	616.2663209	732.0146775	709.8520387	784.1497416	455.5957174	742.211193	453.9008097	901.9207719	912.8815388	714.5476347	720.5597823	690.7458829	780.0974648	421.7363175	396.57125	438.3643882	236.5000332	323.4480557	286.7638944	240.8922464	302.6114289	246.675156
ANKRD44	143.7092455	135.8915185	138.712787	202.4994836	223.4010406	213.7085565	188.9223584	204.2128498	208.0632328	35.30391084	31.09453833	41.6616803	54.14684394	73.31655985	78.29381479	54.11113528	54.12257339	63.82768018	12.26482993	12.78947163	8.608247496	18.99107112	23.35968439	33.84269452	8.128487618	32.28864979	23.48597693
PGAP1	4.866178712	6.276911129	6.254476534	6.124058086	6.764752957	7.195229842	10.57496835	11.39892684	8.77375078	1.652523486	2.514026504	2.065868445	2.585260454	2.396736415	3.153069115	5.128744452	2.092817016	4.065190399	0.708205403	0.943752359	0.463224081	0.671202098	1.019183438	0.719207204	1.697950747	0.791725954	1.013574837
GTF3C3	16.12902783	15.98087144	18.26019586	19.1427511	22.78999297	25.84826645	24.47977102	26.99179847	26.76163365	14.8226349	10.89411485	8.952096593	10.48466739	11.70864675	18.91841469	17.05739728	13.6033106	18.18858385	3.283497778	5.82523008	1.119458195	2.882220772	7.256586075	9.269781734	6.683423153	8.261488219	8.919458563
CCDC150	5.768776376	7.070543571	3.989924685	5.596821298	8.308167467	9.820977225	14.41708487	12.4742973	7.418731355	4.607035173	16.05448504	3.39392673	4.596018584	8.329641312	17.94140736	14.63709091	6.278451048	7.837016543	0.54724963	0.748493251	0.733438127	0.552754669	1.752995513	1.718106097	2.023090252	2.753829406	1.447964052
HECW2	91.35858098	169.4044521	87.99401468	51.46642193	65.44734293	52.92415505	65.79167159	62.08472105	51.99887046	3.154817564	7.32155087	2.803678603	5.840773617	4.086239134	6.128500534	10.54562061	5.348310152	3.897553682	2.0602339	3.775009438	0.926448161	3.869282681	5.2182192	6.233129097	8.814893239	10.98089476	3.85158438
STK17B	64.67308482	78.96642794	48.09476783	36.50100846	55.03750464	40.85253721	27.55346424	31.32912598	25.13561034	49.47555164	54.16183415	67.23909914	39.88003625	31.98267938	29.48785764	28.46741302	24.76500136	25.52269024	64.15697128	137.8203877	80.09916392	12.91076976	11.17025048	22.25546735	34.68154717	23.20101275	81.49141687
MRPS6	13.73518185	11.5076704	10.10062015	40.75945945	36.28666028	44.19439751	40.68984361	45.5598617	69.00436425	19.42967008	14.51078456	15.14970193	51.08283155	53.94621472	57.86547968	100.03933	69.23736295	52.59602011	4.925246666	8.39614168	7.913411376	9.91010156	15.20621689	17.3408848	12.89720035	16.10990203	10.97556752
SLC5A3	223.6872472	269.0053235	280.9841555	82.85728921	63.24715629	69.76985904	76.33004835	72.26489471	65.61681568	51.02792219	38.7248293	50.26946549	13.54867978	11.66935599	17.67495082	13.42693772	6.452852466	10.14202141	15.35518078	16.53193788	21.3083077	2.447913533	4.810545825	4.475067044	2.709495873	3.786515434	3.185520915
ATP5O	153.5985764	119.4416825	109.0938867	168.2290923	181.301947	175.3453642	194.4110963	153.5270556	149.5263936	375.0226784	462.1398194	462.7545316	998.628663	1054.878349	990.9074813	1368.856132	1317.312044	948.4047292	199.3598209	211.8886763	194.1294917	336.3117334	351.3736819	346.6179161	318.3838283	441.7142368	320.7819562
ITSN1	204.1048023	187.3333304	172.0699952	174.8803872	178.1166021	207.4340433	175.5298379	182.7412863	208.8762444	119.4824557	139.5064181	122.7716104	151.6207381	138.3427691	166.3132935	144.5844925	117.8953586	122.1233487	52.50377329	43.96584267	43.92908364	22.38656408	36.64983641	34.24225408	31.21339245	38.72572603	30.98643072
CRYZL1	46.11096763	40.25880931	34.61529254	61.84893101	62.36051391	71.13388365	86.35614291	92.55355067	72.56129024	37.8077343	69.73115618	43.38323734	64.24850979	55.71429896	63.72752367	62.75508661	60.69169346	49.49474084	4.377997037	6.411007407	3.589986624	11.72629547	12.76017664	16.42189781	11.45213589	18.96700004	12.24977588
DONSON	37.00650424	45.16490077	30.05024358	25.71293263	25.9096606	22.16539999	14.89277549	25.84473665	7.249353927	16.22477604	18.08334854	15.59238802	14.31468288	8.015315224	7.9048775	7.664303506	5.755246794	4.02328122	5.054011285	2.701084339	1.930100335	1.105509337	0.856114088	1.478370363	1.083798349	0.929417425	0.666063464
GART	3.414173774	2.056229508	1.761318104	3.771770874	4.958629595	4.910488613	3.951891286	5.09008683	5.453953188	9.364299754	13.45224708	3.098802667	13.26142862	15.40197827	29.70990476	11.81340014	14.5334515	13.24330068	0.611631939	0.488147772	0.23161204	1.381886672	6.930447375	6.432908876	4.335193396	6.54034484	3.967421504
TMEM50B	104.4658688	81.63591888	61.57424312	80.95112543	77.00653245	60.25578735	67.95057516	76.53053086	91.36218477	42.06423419	35.32868824	42.20274108	45.62505948	44.39855982	48.36186291	39.47404438	43.25155166	34.23979955	7.210818649	6.378464222	4.400628765	12.39749757	34.73377155	24.77269257	18.28006549	27.74483127	25.13665595
IFNGR2	34.22022449	40.0062899	35.83743163	28.34911657	25.35140429	27.14408983	24.58954578	25.02028597	26.05024846	53.73205153	55.88195755	61.33661787	54.62559588	46.3238071	42.94391316	42.29773514	35.28722024	32.35388647	42.04164801	59.91200323	57.71000003	14.6874812	39.09587667	38.75727708	19.11097756	17.83104541	18.12850994
IFNAR1	99.83515035	79.76006038	80.01416531	74.54317061	69.09242826	69.05374612	83.42881603	74.59486404	87.60200586	56.43618087	38.63661785	66.40291429	49.02419823	35.8724647	54.13508805	65.348272	39.93792472	54.98484334	22.21189673	13.24507622	13.08608027	9.831136607	13.77936008	17.38084075	15.02867044	22.68466973	18.50498059
Q2PBB8	26.64625279	12.77026747	31.45210901	13.87038322	13.62802173	16.40239599	9.038121736	17.17008163	24.08547029	6.960629229	4.410572813	4.328486265	6.606776715	1.846665762	2.35369948	6.511776663	7.441127168	3.646098605	1.545175425	1.236641023	1.775692309	1.579299053	1.14148545	2.077709699	1.119924961	1.99652632	3.214480197
IFNAR2	37.12423437	24.67475409	22.75335429	61.93004436	70.20894089	46.03583074	68.02375833	58.32092445	73.71305675	43.5164518	19.49473184	35.21813825	67.83914931	75.24180713	58.93130586	55.89755189	34.8802836	62.40276808	9.753919869	4.523502688	3.898802678	7.54115298	17.12228175	12.70599393	8.923273074	11.32512343	11.20724177
OLIG1	3.21795689	1.9119327	1.761318104	29.28192012	14.25195526	13.0946363	12.62409716	15.70040867	10.23039666	0	0.044105728	0	0.047875194	0.039290761	0.177637697	0.115252684	0.116267612	0.041909179	0.064382309	0	0.038602007	0	0.122302013	0.079911912	0	0.034422868	0.028959281
OLIG2	9.771600801	13.78034512	4.708830034	45.46403387	21.4436101	18.14152737	11.12384214	17.52853845	11.82254449	0.050076469	0	0	0	0	0	0	0	0	0	0	0.038602007	0	0	0	0	0	0
GCFC1	190.5265939	200.4643399	180.6968594	124.6712222	128.9243695	117.7835255	125.2164072	112.9497437	123.6116471	144.2202315	150.0476871	124.3947928	136.0613002	109.8962582	117.5961552	98.94442948	72.14405325	89.85328057	105.297267	114.7472696	126.498776	28.15100563	44.3548632	44.43102279	38.76385428	35.76535941	29.88597804
SYNJ1	450.2000176	321.9983261	407.2239348	511.4196852	459.0180429	521.5348114	503.500223	480.2604461	539.6026107	184.181254	222.425187	212.3417637	155.546504	132.5277365	155.78826	107.8765125	86.61937094	113.5319669	50.70106862	50.50702282	45.62757193	20.49140522	32.65463734	38.63740921	33.09197626	34.38844471	33.1583768
C21ORF59	38.22304891	57.64657462	64.73742665	32.89146429	32.47738192	31.84997475	42.44623973	49.78965216	37.83891746	48.37386932	77.49376433	89.27502921	48.21031994	36.65827992	32.46328906	30.31145597	42.78648122	32.27006812	18.50991394	27.82442301	30.84300336	5.645994116	10.59950775	10.78810805	6.322157036	10.12032307	9.788236995
FAM176C	8.515812746	10.38937014	10.78358023	13.91093989	12.21596165	11.01449876	11.96544861	12.22337753	10.80627992	40.96255186	25.49311086	27.34816322	45.76868507	38.66210873	29.97636131	16.25062849	17.90521225	18.06285631	4.249232418	2.668541154	3.435578597	5.369616782	4.525174463	7.032248212	2.20372331	4.647087123	4.314932876
URB1	55.0977009	61.61473683	71.35135586	47.32964097	40.03026143	51.59423105	55.61921069	41.04330578	62.36476906	57.28748085	90.85779996	80.76561872	37.53415177	33.59360057	57.06611004	37.57237508	25.46260703	49.99765099	17.38322353	41.88307885	13.51070235	5.488064211	18.18223253	18.29982773	18.24393888	13.08068968	16.0434417
MIS18A	35.31903904	21.42807592	38.31765509	26.56462283	22.52728412	23.25661968	21.29630304	18.49637186	20.63017075	19.12921126	18.17155999	25.03635805	32.45938125	21.57062774	18.47432045	13.02355333	19.64922643	20.20022446	12.90865303	14.05865584	7.990615389	4.185142491	6.318937313	4.914582557	3.143015212	4.991315799	5.907693334
HUNK	48.07313647	59.63065573	100.8264752	45.18013714	57.40188432	62.47232735	25.76047653	19.71512505	58.23195981	22.83486999	7.10102223	15.24807661	26.28348128	24.71388861	32.55210791	23.68442663	17.61454322	17.72758287	0.643823094	0.81357962	0.11580602	0.078964953	0.366906038	0.039955956	0.361266116	0.240960073	0.231674248
SCAF4	127.2270273	172.1100172	153.9176352	49.03302137	45.90837201	41.73915321	36.62817756	38.06811418	34.01098758	125.0409438	133.199299	146.6766596	42.41742151	33.35785601	41.70044929	30.36908231	24.2417971	25.52269024	128.7968099	102.6737481	82.53109035	13.97679662	21.44361953	26.01132719	19.03872433	19.58661165	19.46063687
SOD1	251.0398808	179.5052286	188.568873	265.2001048	301.6554401	249.7870076	272.5707239	291.4253939	298.0365227	189.1388244	220.2640063	173.8772608	313.0080156	390.7466172	336.8898917	338.0937494	427.0509389	373.2012423	174.3151026	128.5130368	141.7851706	164.1681366	220.4289939	188.4722433	158.1984324	198.9297517	194.5484501
TIAM1	196.3738571	153.4235806	331.99049	68.37855585	89.32100992	138.4484984	97.8459009	80.97539542	180.3192101	20.13074065	31.44738416	29.41403166	6.654651908	3.889785329	7.37196441	8.067687901	9.708345602	10.64493156	1.384219651	2.017677458	0.887846154	0.908096956	1.223020125	1.718106097	0.903165291	1.755566247	1.969231111
GRIK1	40.30294788	25.07157031	38.10198348	25.22625251	60.58722916	33.69140798	125.2529988	29.89529871	44.85114299	14.57225256	0.617480194	1.180496254	1.915007743	98.85555443	1.731967542	2.305053686	5.929648212	151.2083192	0.418485011	0.162715924	0.077204013	0.394824763	0.570742725	0.439515513	0.108379835	2.409600731	0.723982026
BACH1	45.16912659	57.2136842	52.33630939	47.65409438	39.83322979	33.82781044	46.65427212	43.01481828	39.3971898	64.54856889	56.19069764	81.40505419	67.64764853	40.7052283	62.21760325	68.40246814	42.43767838	64.2048628	84.85588374	95.54679059	112.5248496	22.58397646	27.80332418	35.44093275	37.5716761	41.16974962	42.97557308
C21ORF7	0.039243377	0.072148404	0	0.405566761	0	0.068201231	0.146366344	0.107537046	0.033875486	6.610093944	2.11707495	4.279298921	3.925765874	2.16099185	2.442518329	4.725360057	7.034190526	3.855644502	14.32506383	7.940537093	18.18154516	19.22796597	9.417254963	14.02454047	17.99105259	8.054951014	23.60181406
CCT8	237.6971327	218.6457377	208.3028248	178.7332714	173.4863586	194.953218	170.7729318	186.2541632	158.9099031	244.7737818	233.7603591	258.0859935	154.3496241	213.7417393	191.493437	154.6691023	174.5176856	173.7135485	75.87455159	115.333047	78.47787964	63.92212919	123.4027306	128.3385299	87.89604611	88.74215262	117.9221924
USP16	24.17392005	21.60844693	20.95609091	32.52645421	30.24435667	26.49617814	24.2602215	36.02491031	30.21693319	14.87271137	40.53316416	17.16638303	36.91177425	27.89644024	24.24754559	23.28104223	34.70588218	31.55761207	7.661494814	15.848531	7.565993315	7.185810693	12.23020125	12.54617011	10.83798349	17.65893107	12.2208166
RWDD2B	4.042067801	7.214840378	5.31989958	12.89702299	6.206496645	7.399833534	10.86770104	10.35940207	7.520357812	3.855888134	6.748176405	5.804106582	20.25120689	9.744108704	11.10235604	21.49462562	13.71957822	8.130380798	1.770513508	6.378464222	2.895150503	3.98773011	5.462823225	7.43180777	7.29757555	5.335544475	4.170136471
LTN1	79.62481134	60.06354615	72.60944022	69.02746267	58.41988112	73.52092673	70.43880301	68.57278948	71.10464436	38.65903428	72.77445142	39.00556373	37.15115022	26.36410057	46.36343882	31.06059842	20.92817016	32.27006812	48.60864357	58.12212806	51.765291	35.25785137	43.00954107	59.29463833	47.57874752	30.32654634	34.89593367
KCND2	4.356014815	6.601578946	13.87487323	3.852884227	4.761597955	11.35550492	7.208542437	5.376852285	7.92686364	0	0	0	0	0	0.044409424	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN12	10.87041535	11.54374461	14.09054483	10.3419524	13.75937616	26.73488245	14.0877606	13.33459367	21.4770579	224.2925059	150.4887444	120.8041167	90.96286781	165.2962311	91.21695722	123.2627459	122.7785983	119.2735245	10.33336065	11.48774424	4.593638798	4.698414684	11.98559723	18.33978369	16.22084862	18.24411982	12.16289804
ING3	64.28065105	73.91603968	65.99551101	38.04216215	38.28981528	38.49959475	45.6662993	41.04330578	38.48255169	50.17662221	39.56283814	53.46664284	29.77837041	23.45658426	26.55683565	31.00297208	26.74155076	31.09661109	50.60449516	50.86499785	45.31875588	10.14699642	9.702626326	13.38524518	11.19924961	12.80530674	12.24977588
C7ORF58	3.139470137	6.926246763	0.754850616	19.42664784	5.451208694	16.23189291	21.07675352	10.57447616	5.657206102	5.157876335	15.70163922	4.426860953	40.78966493	22.78864132	45.51965976	32.15549892	34.41521315	23.05004865	3.701982788	6.70389607	1.505478262	4.066695062	6.441239325	12.14661055	5.780257862	8.020528146	12.77104294
FAM3C	197.4726716	217.455289	168.3676327	186.5201532	194.0761649	184.0069205	199.5705099	207.008813	185.3327819	103.5581385	72.55392278	116.4264431	86.17534845	98.97342672	101.4755342	67.9414574	93.18849102	93.28983328	32.80278662	29.41903906	27.56183279	22.93931875	31.39084988	40.07582362	34.39253428	29.36270604	27.27964275
SLITRK2	33.27838345	38.31080241	32.24290489	54.67039934	60.32452031	60.3580892	57.99766377	71.79890085	53.99752411	7.511470391	10.76179766	14.65782849	12.35179994	2.59319022	10.39180525	27.25725984	15.98679665	12.90802725	0	0.032543185	0	0.078964953	0.6522774	0.079911912	0.036126612	0.034422868	0.144796405
SLITRK4	32.29729903	60.82110439	50.28742914	38.20438886	38.68387856	78.46551596	66.04781269	57.96246764	64.46504917	0	0	0	0	0	0	0.057626342	0	0	0	0.032543185	0	0	0	0	0	0.034422868	0
ATP11C	33.47460033	29.18402933	57.7280995	14.88430012	13.66086034	21.38108583	15.73438197	15.19856913	21.27380498	28.89412277	16.71607096	40.67793342	5.697148036	10.80495925	16.78676233	15.96249678	5.115774928	13.24330068	7.56492135	4.751304982	4.516434785	2.36894858	3.9136644	5.553877849	3.612661164	2.822675141	4.488688563
MCF2	76.79928822	99.92553924	80.94874226	54.9137394	69.02675105	70.07676458	76.54959786	76.92483336	70.90139144	0.250382346	0.485163009	0.737810159	0.239375968	0.117872283	0.399684817	0.172879026	0.348802836	0.419091794	0.032191155	0	0.077204013	0.197412382	0	0.119867867	0.036126612	0.103268603	0.057918562
Q9IA70	53.72418271	119.0448662	49.53257853	51.75031866	34.71040717	34.50982275	57.63174791	45.99000988	21.81581275	75.56539213	85.34458394	483.5607781	48.06669436	40.66593753	41.74485871	46.56208446	44.35609398	31.68333961	88.04280806	98.89873863	98.62812714	37.35042261	37.05750979	47.70741117	35.90985197	47.71009446	77.08960615
YAP1	35.98617644	53.425893	31.52399954	47.73520773	29.55474593	44.56950428	64.73051559	44.98633079	21.07055207	142.8180904	127.6860829	169.7947112	99.9634042	70.33046202	88.10829753	87.18865568	96.21144893	79.79507752	56.81738801	67.13659026	58.94526425	39.79833615	49.85845377	43.0725203	38.65547445	43.13185308	47.46426164
C11ORF70	21.8978042	9.451440896	7.440670359	3.163420733	13.33247428	6.138110766	7.062176094	4.373173192	17.4458751	1.452217609	2.778660872	0.344311407	1.579881388	2.239573371	1.243463876	0.979647817	1.16267612	1.508730457	0.096573464	0.162715924	0.077204013	0.276377334	0.285371363	0.159823823	0.144506447	0.206537205	0.057918562
KIAA1377	11.77301301	13.67212252	11.39464978	13.87038322	15.76253116	23.32482091	19.50331533	31.97434826	27.98115114	0.901376447	2.337603591	1.37724563	1.005379065	0.785815218	1.287873301	0.80676879	1.860281792	2.221186507	0.096573464	0.325431848	0.270214047	0	0.366906038	0.199779779	0.072253223	0.413074411	0.318552092
TRPC6	10.47798158	6.565504744	12.14950039	12.49145623	7.191654843	10.09378215	9.879728214	9.857562523	19.47840424	0.751147039	0.70569165	2.754491259	1.005379065	0.314326087	1.554329846	1.383032212	0.813873284	0.544819332	1.834895817	1.594616056	1.968702342	6.277713737	6.400471988	8.710398354	2.854002319	5.783041753	7.210860981
