Gene	BH1	BH2	BH3	BPH1	BPH2	BPH3	BPH4	BPH5	BPH6	HH1	HH2	HH3	HPH1	HPH2	HPH3	HPH4	HPH5	HPH6	SMH1	SMH2	SMH3	SMPH1	SMPH2	SMPH3	SMPH4	SMPH5	SMPH6
ING1	10.24252132	9.234995684	11.0351971	13.42425978	12.54434772	13.64024615	10.428602	16.02301981	9.891641807	14.0214114	17.37765688	10.87040301	16.18181543	13.51602175	13.72251207	10.31511525	13.02197254	11.69266104	4.667717429	3.31940485	2.316120403	2.013606293	2.6091096	3.47616815	4.407446619	7.332070794	3.504073007
CARS2	110.7055657	125.3578516	113.5870451	102.0000403	90.24049091	73.79373165	56.13149289	80.93954973	81.63992039	73.86279218	62.63013395	58.6805013	84.45184148	64.12252179	57.02170062	35.03681603	38.31017815	43.12454557	31.45075812	18.25672668	19.5326154	20.53088769	26.37646736	22.33537926	13.61973259	22.92562981	17.25973151
CARKD	98.34390203	94.83907677	85.37001016	108.8541186	95.36331354	91.83295718	131.8028927	107.8955025	97.62914961	122.9377321	119.9675805	110.9666479	76.02580741	79.05301094	88.2415258	92.5479055	78.18996907	83.73454038	49.70314283	69.02409497	51.99690304	22.03122179	44.15102652	61.61208377	50.03535711	44.57761351	53.11132145
FAM155A	7.377754821	13.23923209	8.015794638	7.01630496	6.92894599	7.774940303	10.50178518	6.344685697	7.350980384	0.100152939	0	0.24593672	0	0.039290761	0	0.115252684	0.058133806	0	0.096573464	0.162715924	0	0.157929905	0.693044738	0.079911912	0.180633058	0.13769147	1.158371242
ARGLU1	294.7177591	266.1193874	239.6111527	444.9067365	494.2867064	411.014717	456.662993	406.4183414	422.4950569	271.5646929	377.1039755	254.003444	452.9472065	391.4538509	340.8423304	379.2965841	364.9640341	330.6215161	132.6275573	119.2382291	96.89103684	131.7135411	178.6017056	209.1694284	148.6248803	177.3810366	144.5357717
F1NLX6	24.17392005	17.27954271	39.86330159	16.58768051	12.938411	13.50384368	14.19753536	11.43477253	34.45136889	2.103211709	5.116264464	4.328486265	2.824636421	3.339714677	5.55117802	1.786416607	2.03468321	2.598369121	2.317763137	3.221775296	1.544080268	1.381886672	1.3045548	2.077709699	0.830912068	2.444023598	1.592760458
NUDT7	7.691701835	6.890172561	8.195520975	14.19483662	11.09944903	11.15090122	20.45469656	11.75738366	17.00549379	7.661699799	14.77541893	15.29726396	19.82033014	11.94439131	12.39022934	23.62680028	11.21982456	16.67985339	2.704056993	5.987946004	4.748046825	6.830468406	7.541957438	8.190970929	8.417500511	4.647087123	5.473304118
VAT1L	80.68438251	77.41523726	59.0580744	82.3706091	75.46311794	68.61043812	66.23077062	105.92399	62.9745278	0.150229408	0.220528641	0.442686095	0.143625581	0.196453805	0.310865969	0.057626342	0.639471866	0	0.096573464	0.162715924	0.077204013	0.671202098	0.448440713	0.399559558	0.036126612	0.068845735	0.057918562
HSD17B6	0.392433767	1.298671268	0.14378107	5.556264621	2.79128156	2.523445537	5.452146311	3.512876826	1.016264569	2.05313524	6.439436308	1.623182349	25.32597741	14.69474458	15.32125134	24.31831639	23.02098718	15.21303211	0.160955773	0.488147772	0.077204013	0.789649527	1.019183438	0.439515513	1.264431407	2.099794922	0.637104183
TAC3	35.16206553	8.441363243	37.59874974	5.475151269	11.62486673	4.330778151	5.452146311	19.89435346	133.6387908	0.200305877	0	0.049187344	0.047875194	0	0.044409424	0.115252684	0	0.041909179	0.676014248	0	0.038602007	0	0	0.039955956	0.036126612	0.103268603	0.028959281
ZBTB39	16.12902783	18.32569456	10.46007282	20.44056474	20.29425887	15.85678615	14.49026805	16.95500754	12.22905032	24.63762288	20.64148077	22.97048961	20.53845805	23.22083969	25.26896235	16.48113386	13.25450777	17.18276354	4.925246666	3.872638992	3.16536455	6.988398311	10.02876503	9.549473424	4.19068695	5.576504548	6.660634641
GPR182	0.23546026	0.541113028	1.006467488	1.054473578	0.558256312	0.647911692	1.024564407	0.645222274	0.237128399	17.82722306	56.89638929	64.63216991	32.17213009	24.75317937	45.87493516	16.48113386	6.801655302	17.057036	1.99585159	1.659702425	5.751699	1.105509337	0.856114088	0.879031027	0.21675967	0.929417425	0.318552092
FAM135B	41.48024918	45.16490077	44.14078841	98.30938279	77.95885204	67.79202335	50.13047279	56.88709718	56.70756296	0.100152939	0.088211456	0.147562032	0.047875194	0	0.088818848	0	0	0.167636717	0.032191155	0.032543185	0	0	0	0.039955956	0.036126612	0	0.057918562
APBA2BP	92.77134254	43.39726488	161.1066886	47.08630092	59.01097604	75.80566796	63.44981008	83.55628451	160.6714284	1.35206467	0.352845825	2.852865947	1.388380614	2.200282611	1.421101573	1.210153185	0.523204254	0.796274408	0.064382309	0.162715924	0	0.078964953	0.203836688	0.159823823	2.20372331	0.378651543	0.347511373
PXMP4	37.08499099	13.05886108	27.82163699	30.09305364	38.71671717	30.24724583	41.53145008	35.66645349	35.73863735	47.07188112	22.71444999	28.57784682	19.48520379	26.75700818	25.49100947	21.66750465	20.11429688	24.85214337	19.34688396	5.82523008	8.91706355	6.35667869	17.08151441	16.26207399	18.74971144	16.41970784	16.59366804
ZNF341	44.54123256	41.08851595	47.12424561	21.53559499	28.01133142	31.64537106	35.34747205	27.35025529	33.13022495	55.23434561	60.60127046	66.05860288	23.8418464	21.84566306	26.82329219	17.57603436	11.04542314	17.76949205	15.93462157	10.67416462	17.87272911	11.44991814	12.47480528	14.14440834	9.573552083	7.951682411	6.834390328
CHMP4B	135.8605702	124.8528127	113.3354282	90.07637755	99.46813936	100.4945135	90.96668274	89.57835907	84.04507987	135.4568494	105.6332189	167.3845314	90.62774145	111.742924	101.9196284	78.77520972	81.67799743	99.11520921	55.81946222	72.79910441	72.68757863	35.85008851	74.80806432	65.2880317	52.70872638	48.91489483	78.53757021
EVPL	19.46471485	6.601578946	37.67064027	4.866801128	4.761597955	3.546463998	5.561921069	4.33732751	4.878069932	7.811929206	8.115453977	58.92643802	0.526627129	10.49063316	15.67652673	0.230505369	0.639471866	13.57857412	0.997925795	0.292888663	5.86750502	0.078964953	1.100718113	2.197577566	0	0.034422868	0.83981915
TEN1	7.887918718	6.276911129	3.522636209	10.62584913	11.29648067	8.525153842	10.83110945	11.57815525	14.36320591	3.655582257	9.350414364	1.869119069	12.35179994	12.0622636	8.704247135	16.59638654	18.60281792	14.87775868	1.834895817	4.556045873	3.358374584	2.842738296	5.258986538	3.795815796	4.660332901	5.094584402	5.125792746
ACOX1	93.43847994	84.70222604	106.9012254	122.6433884	125.0822525	123.0691209	116.8003424	118.4699787	116.2945422	37.20681667	39.0335694	58.53293926	44.14092848	28.68225546	41.74485871	45.40955762	35.17095263	33.1082517	25.59196797	21.02289738	38.02297661	8.212355078	17.9376285	16.30202995	16.00408895	17.96873688	18.88145124
FBF1	11.77301301	13.52782571	19.01504647	44.97735376	35.79408118	47.53625782	51.4111783	45.66739874	47.93381218	8.26261743	9.21809718	10.62446629	29.8741208	28.60367394	34.41730372	40.39606585	24.12552949	35.53898411	10.01144911	16.4993947	21.8873378	13.81886672	26.78414074	26.57071057	20.98956136	19.58661165	21.63258294
MRPL38	43.52090477	42.13466781	32.06317855	31.22864057	36.91059381	29.46293168	37.43319245	33.12141008	33.90936112	37.10666373	47.98703221	36.64457122	48.25819513	70.40904354	46.49666709	50.88406012	53.48310152	55.65539021	23.08105791	35.30935551	19.30100335	15.16127091	33.30691474	21.45634824	21.7482202	28.43328862	24.7601853
TRIM47	97.63752125	107.0682312	128.5762216	47.93799111	36.48369192	47.36575474	37.39660087	27.99547757	32.3172133	752.7995626	931.4688725	740.7613994	382.9057983	432.355533	383.6974247	294.9892455	451.3508698	365.4061349	15.51613656	27.98713893	15.32499666	11.25250576	10.35490373	9.629385336	6.502790094	15.28375321	7.847965165
WBP2	650.6159425	697.6029162	606.2169353	539.8093585	529.6210471	528.9005443	531.7123358	551.6291988	487.1972345	392.4492897	333.3510932	371.4136339	265.6594492	181.7590599	189.1397375	144.6421188	224.9778292	182.5563853	212.7191501	253.7392119	231.4576322	76.12221437	116.5945853	101.5680395	64.99177433	95.661149	100.459746
UNC13D	3.45341715	2.597342536	1.617537035	1.825050423	5.089984021	2.693948614	2.305269917	1.111216139	1.897027196	4.907493989	17.81871417	16.62532224	4.452393003	5.893614135	3.508344509	9.91173085	3.022957912	2.807915018	0.289720392	0.292888663	0.270214047	0.118447429	0.3261387	0.159823823	0.252886281	0.757303087	0.144796405
UNK	11.30209249	14.93471958	9.561441138	22.91452198	48.20707447	33.9642129	28.39507072	25.62966256	61.85663678	8.863535061	5.954273298	4.279298921	18.76707588	28.80012774	31.53069115	14.11845383	4.708838286	24.72641583	1.770513508	1.854961534	0.772040134	2.605843438	8.438838863	8.27088284	3.395901494	3.511132493	6.34208255
H3F3C	243.0734753	219.2229249	221.0274495	348.8279709	393.9976019	356.8970404	349.9985199	353.0799667	265.4483055	177.9717718	157.5456609	217.3096854	203.5174479	169.8146686	177.2824212	136.2286729	171.3203263	139.1803847	81.60457712	101.7299957	91.4481539	48.52396342	79.17016943	76.79534695	40.42567842	92.52866805	71.0660757
RUFY4	18.95455095	5.807946505	8.626864184	1.703380395	7.421525089	6.956525535	9.257671252	5.09008683	17.14099573	0.100152939	0.176422913	0.049187344	0.095750387	0.314326087	0.177637697	0.403384395	0	0.419091794	0.032191155	0.227802294	0	0	0	0.039955956	0.072253223	0.068845735	0.521267059
GALK1	10.55646833	17.56813632	10.46007282	25.26680919	19.30910067	16.53879845	21.04016194	34.62692872	15.34559499	2.453746994	3.572563979	1.721557037	4.835394552	7.268790767	3.019840843	2.996569792	3.662429778	5.36437496	3.347880087	1.236641023	1.042254181	3.158598107	3.139084988	1.478370363	1.806330582	1.893257717	2.432579608
ITGB4	34.22022449	38.99621224	16.89427569	155.4131827	61.37535572	63.80225135	68.90195639	68.96709198	62.05988969	25.18846404	15.26058193	20.70787179	107.5276848	113.4324267	79.2264127	65.63640371	31.0434524	133.4807363	4.957437821	6.476093776	2.547732443	22.07070427	27.0695121	20.01793383	7.983981171	16.55739931	16.33303451
SAP30BP	27.6273372	27.52461604	33.21342711	28.02466316	29.98164782	37.5106769	29.67577623	27.56532938	29.43779702	22.03364648	24.21404475	27.20060119	18.24044876	17.83800545	24.51400214	43.3350093	17.32387419	20.325952	15.00107808	24.70027727	22.46636791	6.475126119	11.25178515	16.30202995	10.62122382	10.36128314	11.17828249
RECQL5	5.376342609	7.755953407	3.558581476	17.31770068	12.11744583	16.02728922	25.39456067	27.67286643	19.41065327	5.959099843	6.439436308	3.295552043	20.82570921	11.59077447	20.16187857	29.21655547	24.1836633	27.74387674	4.249232418	5.434711863	2.624936456	7.501670504	18.9160446	16.02233826	13.72811242	17.28027952	14.76923334
C17ORF109	11.10587561	9.487515098	9.453605335	3.528430818	3.809278364	2.557546152	3.220059566	1.792284095	1.795400739	80.27258024	53.32382531	28.87297088	135.4389226	147.9690056	89.08530486	84.88360199	145.8577193	215.2455453	1.867086972	2.082763828	0.965050168	1.302921719	1.46762415	1.87792992	2.456609591	1.755566247	0.955656275
LLGL2	22.52569823	32.17818809	10.8195255	17.56104074	35.20298626	15.51577999	17.92987713	18.49637186	22.35782052	6.20948219	3.087400969	2.311805164	2.53738526	2.946807068	3.330706812	1.728790265	2.092817016	2.305004865	1.191072723	0.683406881	0.11580602	0.355342287	0.48920805	0.359603602	0.144506447	0.309805808	0.521267059
TSEN54	6.475157157	11.4715962	6.829600813	12.00477612	12.41299329	10.77579446	16.50280528	10.57447616	11.92417094	6.20948219	8.909357083	3.787425482	11.2027953	10.17630707	9.947711012	15.50148604	10.05714844	10.39347648	2.221189673	4.881477721	0.926448161	1.697746482	6.930447375	5.913481451	5.166105464	4.922470064	4.517647844
CASKIN2	68.2442321	196.5322519	75.12560894	46.07238401	58.58407416	57.97104612	59.2417777	66.17112879	30.21693319	262.9014637	278.2189331	284.7455339	110.4001964	111.5071794	118.0846588	127.7576006	110.8030342	125.7275381	18.22019355	21.836477	9.03286957	7.304258122	5.788961925	11.94683077	9.754185142	14.31991291	16.68054588
KIAA0195	138.8823102	282.7135202	175.7364125	161.5777975	204.9457437	169.2072534	149.4766287	153.5987469	103.726737	185.1827834	203.5479353	92.57058126	140.9924451	102.3917229	129.1870149	76.0091453	97.72292789	95.59483815	82.95660562	122.036943	70.41006024	107.1159583	90.99269731	86.58455611	59.42827614	56.66004004	54.73304118
MAPK7	14.55929276	14.82649698	15.16890286	12.45089955	13.59518313	15.48167938	13.53888681	12.11584048	12.63555614	12.7194232	16.40733087	7.624038307	4.739644165	5.461415766	8.082515197	10.48799427	8.42940187	9.303837821	2.188998518	2.863800263	0.849244148	1.144991814	3.628293038	2.996696681	4.046180503	4.578241388	4.430770001
ZNF48	75.1510664	80.048654	75.70073322	34.63540136	25.61411314	26.15517199	32.12741249	32.97802735	34.65462181	54.18273975	44.54678542	30.49615323	20.49058285	13.83034784	18.87400527	27.66064423	18.95162076	26.10941875	17.41541468	12.72438526	5.906107027	7.185810693	7.419655425	9.149913867	14.66740432	13.66587843	15.02986686
ZNF774	10.55646833	2.885936151	11.79004772	4.907357804	4.466050496	3.887470152	3.512792254	5.771154786	6.639595185	1.752676425	2.558132232	2.656116572	3.590639519	1.218013588	1.421101573	2.881317108	1.685880374	1.592548816	0.354102702	0.846122805	0.270214047	1.302921719	1.059950775	0.998898894	1.156051572	0.99826316	0.434389216
BCL7C	127.8941647	107.1043054	73.0767287	230.1591367	162.3212324	151.2362291	168.5042534	271.7461145	143.5643081	12.66934673	12.79066116	13.18220817	31.78912854	24.94963317	21.62738957	47.0230952	45.75130532	21.28986312	4.313614727	3.742466253	3.551384617	4.066695062	7.093516725	8.151014973	4.299066785	6.781304913	7.066064576
CTF1	2.433089356	2.09230371	4.385322627	2.149503832	1.707607543	1.193521538	2.195495159	2.07904955	2.40515948	8.663229184	5.248581648	11.65740051	6.798277489	4.950635874	6.350547655	9.91173085	11.91743023	7.627470646	2.800630457	2.896343448	1.003652174	26.88756638	15.0023802	31.92480864	13.0417068	26.98752818	10.85973039
ZSCAN30	24.29165018	29.32832614	24.19116498	12.00477612	12.11744583	12.6513283	12.14840654	12.33091457	16.90386733	9.714835039	12.61423825	9.345595345	6.846152682	6.09006794	8.97070368	8.586324981	6.278451048	8.591381771	6.727951329	9.404980409	2.624936456	2.250501151	2.6091096	4.23533131	5.491244969	3.924206904	5.183711308
FBXL19	29.55026266	37.19250215	34.1120588	46.96463089	37.43601151	40.85253721	45.19060868	55.91926377	48.13706509	13.27026436	15.21647621	8.41103581	27.81548747	19.52750817	24.33636444	37.22661703	31.79919188	30.84515602	3.830747407	2.961429817	1.659886289	8.449249936	9.784161001	8.111059017	8.453627123	17.24585666	12.27873517
ORAI3	16.08978445	20.9230371	9.992784347	15.49265026	10.63970854	12.41262399	15.4050577	10.32355639	6.775097128	23.93655231	21.4794896	16.72369693	9.048411587	10.84425001	14.56629112	23.74205297	8.7200709	13.66239248	10.88061028	10.90196691	6.253525087	4.501002302	9.539556976	10.18876872	8.16461423	12.46107806	18.41810275
SETD1A	121.5367377	158.7986367	131.2361714	46.23461072	45.44863152	39.69311629	43.14147987	36.20413872	35.87413929	80.27258024	92.88666345	84.60223154	36.91177425	29.86097829	41.1675362	29.61993987	18.71908553	26.98951152	31.86924314	59.26113953	33.23632778	6.909433359	10.47720574	11.18766761	10.40446415	12.6331924	10.28054477
HSD3B7	14.40231925	21.50022433	11.89788352	18.8182977	23.18405625	16.40239599	11.45316641	14.6608839	9.756139864	14.6724055	14.33436164	6.050043302	36.76814867	20.23474187	26.20156025	18.38280315	28.77623397	14.96157704	2.800630457	2.245479752	2.277518396	2.487396009	7.541957438	7.192072035	4.046180503	4.784778593	6.08144902
STX1B	384.820552	423.0060914	392.0190866	650.0829607	701.2684437	590.7931612	705.4125945	757.4551043	598.6475822	0.600917631	0.352845825	1.082121566	0.335126355	0.353616848	0.444094242	0.288131711	0.058133806	0.377182614	0.032191155	0.195259109	0.11580602	0.236894858	0.081534675	0.079911912	0.108379835	0.034422868	0.231674248
STX4	35.75071618	33.15219154	37.77847607	42.42228317	43.8395398	40.85253721	67.14556027	42.47713305	46.34166435	32.04894033	47.98703221	27.74166197	84.69121745	73.82733974	76.56184725	110.9307086	92.20021632	77.23861758	24.40089525	20.30694732	30.68859533	25.42671476	40.84887218	48.26679455	53.61189167	33.69998736	27.71403196
ZNF668	11.18436236	13.85249353	11.96977406	9.4902622	10.27848386	12.37852338	13.28274571	11.04047003	13.31306586	5.408258681	5.91016757	2.459367196	4.452393003	4.243402178	6.08409111	5.820260558	4.06936642	5.238647421	2.671865839	8.363598495	2.70214047	2.921703249	2.894480963	4.035551531	3.865547445	3.993052639	1.795475425
BCKDK	52.9000718	47.54579809	43.24215672	62.90340458	52.96867243	55.20889628	62.79116154	64.84483856	59.11272244	69.30583347	91.8722317	62.17280271	85.74447171	80.23173376	88.4191635	125.2220415	108.768351	96.89402271	52.34281751	83.5383554	47.36466223	44.41778588	85.73371077	82.14944502	72.07259021	91.46155916	85.22716413
FUS	332.3914007	260.3475151	253.8095334	644.9728195	723.4345032	704.2459085	1250.95655	1018.949354	1271.550229	168.6575485	189.5223138	172.1065164	716.3086464	779.1750795	686.7917446	868.1408445	867.0657165	853.3966195	109.7074552	77.19243436	84.69280272	102.6939209	196.4577994	214.1239669	264.3745439	238.6881638	360.6299269
KAT8	127.9726514	125.249629	111.2146574	90.88751107	85.31469992	84.36492242	104.28602	105.7806073	101.0844491	69.30583347	75.50900657	68.37040805	172.0634457	122.430011	145.3964547	145.2183822	145.5670502	138.7193837	33.0281247	34.85375093	30.61139132	33.2047626	66.5322948	70.84190955	58.92250358	57.968109	63.10227341
MEFV	0.981084418	1.839784296	0.826741151	7.665211777	4.597404923	2.182439383	2.488227846	5.018395466	2.134155595	3.705658726	2.161180679	1.918306413	27.38461073	5.343543483	27.7558901	8.932083034	3.081091718	9.890566332	0.386293856	1.171554653	0.617632107	2.526878485	3.465223688	3.715903885	0.650279009	2.994789479	1.534841896
CARD8	3.963581048	5.447204486	4.457213162	14.03260992	4.104825824	2.728049229	8.489247947	11.61400094	3.082669193	19.62997595	18.9654631	26.315229	108.0543119	8.958293486	15.18802306	62.63983392	72.49285608	10.980205	5.08620244	5.499798232	4.246220738	14.76644615	3.669060375	4.035551531	8.092361006	24.81888752	3.098643072
PYCARD	17.03162549	28.35432269	6.542038673	12.85646631	21.9361892	13.70844738	13.02660461	9.104803203	24.45810063	44.76836353	103.4720382	36.30025981	53.81171759	48.48479895	49.51650794	33.53853113	20.81190255	29.08497048	2.607483529	7.647648429	1.930100335	5.1722044	8.601908213	5.993393363	2.926255542	5.438813077	2.693213138
NLRP1	0.510163897	1.406893874	0.467288477	3.041750705	3.349537872	1.432225845	1.866170885	2.795963188	2.371283995	15.22324666	12.48192106	11.3130891	59.03011369	36.73686144	35.74958645	14.3489592	24.64873374	25.10359844	0.48286732	0.585777327	0.579030101	2.724290867	2.690644275	2.517225212	0.578025786	2.891520877	1.042534118
TRIM72	0.078486753	0.974003451	0.287562139	1.257256958	0.164193033	0.102301846	0.292732688	0.286765455	0.237128399	157.7909547	126.1423825	239.6899269	236.7428323	366.4256362	233.2827051	345.2970422	369.9635414	269.6017509	304.7858525	239.843272	399.8009835	268.9546288	262.0524455	276.33539	299.3089774	263.334937	327.355713
ITGAX	1.255788055	0.865780845	0.431343209	3.40676079	5.057145415	2.523445537	2.415044674	4.731630011	2.235782052	29.09442865	22.18518125	40.77630811	10.81979375	5.461415766	5.151493202	15.27098067	3.953098808	3.939462861	4.184850109	8.884289452	1.351070235	1.381886672	0.937648763	1.118766761	1.011545126	2.822675141	0.984615556
TGFB1I1	0.941841041	1.767635893	1.222139093	1.865607099	1.674768936	1.125320307	0.951381235	2.007358187	1.117891026	211.7233121	59.58683871	95.52182189	82.87196009	52.49245657	54.80122941	67.82620471	76.38782108	74.59833928	3.701982788	4.523502688	3.589986624	9.357346891	2.323738238	2.836872858	5.057725629	11.73819784	5.183711308
ARMC5	50.85941621	65.36645383	58.26727851	38.28550221	29.35771429	33.04349629	34.46927399	36.38336713	35.06112764	34.50268733	34.71120804	25.38066946	35.52339364	23.96736415	30.82014037	34.92156335	31.0434524	29.88124489	8.884758692	9.665325887	6.137719067	7.027880788	8.601908213	12.58612606	8.128487618	10.84320329	8.137557975
KIAA0528	156.8165333	152.954616	145.0391541	151.4791851	158.676147	171.5260953	170.5167907	170.4462174	175.9492724	107.3138737	142.0204446	110.7207112	125.6723832	117.5972474	128.8761489	139.8591324	110.9193018	125.2665371	51.31270056	46.82964294	64.00212712	53.18289562	60.3356595	55.21913085	46.09755645	47.50355726	44.51041497
ETNK1	835.0205696	824.5480326	840.6160242	394.129778	383.554925	377.9712207	471.9948675	453.6271045	591.6353567	528.3067508	355.1393229	548.9307581	171.2974426	183.3306904	208.5022464	179.3908031	124.2900772	227.3992073	1754.031636	1779.168457	2336.154844	191.80587	62.04788768	111.3172927	78.39474725	51.7031471	62.43620994
KIFAP3	121.0658171	113.2369197	99.31677392	150.1408148	126.2972809	155.2260011	148.2691064	153.813821	159.9600432	18.92890538	17.64229125	11.01796504	23.74609602	22.15998915	25.84628486	26.16235934	21.62577583	22.7566844	6.373848627	5.695057341	8.453839469	7.422705551	11.49638918	11.14771165	15.24543011	7.882836676	7.99276157
SCYL3	110.5485922	96.82315788	99.02921178	69.51414278	78.45143114	81.46637011	89.21028661	75.16839495	69.98675333	145.7225256	124.3340476	130.1005247	88.042481	90.36875008	89.08530486	82.86668002	68.88856011	76.65188907	85.11341298	82.56205985	93.80287631	50.85342952	112.4770842	88.86204559	53.50351183	56.52234856	53.31403641
KCNH7	29.78572292	19.40792062	47.55558882	25.30736587	35.76124258	31.54306921	29.96850892	23.7656871	57.0801933	0.200305877	1.234960388	0.049187344	0.287251162	0.078581522	0.577322514	0	0.348802836	0.041909179	0.032191155	0.06508637	0	0.078964953	0.203836688	0.159823823	0.036126612	0.172114338	0
GCA	408.8767419	403.5260224	402.7307763	129.3757967	135.0651889	133.9813178	139.1943931	143.7053387	162.0264478	403.6664188	374.3694204	418.4859221	105.8999282	107.8531387	93.48183786	95.19871724	92.0258149	94.6728362	156.7387321	191.5491858	157.5347894	46.7077695	82.14618507	60.37344914	56.32138754	52.15064438	66.89593923
IFIH1	25.66516837	18.28962036	16.93022096	26.76740621	11.98609141	14.21995661	6.36693596	7.778512973	8.197867525	43.06576357	59.32220434	37.67750544	67.55189815	23.33871198	50.22705872	18.3251768	13.31264157	30.09079079	13.64904959	16.95499928	8.724053516	6.238231261	4.199035763	24.01352941	5.888637697	5.714196018	29.1909553
LINGO2	2.786279746	1.046151855	1.25808436	8.273561918	7.520040909	9.070763687	13.42911205	16.02301981	13.2114394	0.050076469	0	0	0	0.86439674	0.088818848	0.172879026	0.116267612	0.125727538	0	0	0	0.157929905	0.081534675	0.079911912	0	0.034422868	0.086877843
C9ORF72	40.18521775	35.46094046	63.26367069	65.17457844	64.46218474	80.54565349	72.85384768	71.72720949	80.86078422	22.68464058	25.75774523	29.9059051	84.59546706	70.17329897	75.00751741	64.2533715	65.28426414	64.62395459	23.53173407	45.3977428	36.63330437	72.88465131	61.06947158	81.35032591	82.80219387	82.23623065	48.07240654
MOB3B	12.32242029	5.519352889	8.842535789	13.30258975	13.89073059	9.207166149	8.233106845	8.136969792	7.350980384	3.555429318	1.89654631	2.902053291	0.67025271	0.589361414	0.932597907	0.80676879	0.523204254	0.628637691	5.118393594	2.863800263	0.965050168	0.671202098	1.345322138	1.478370363	1.083798349	0.722880219	0.868778431
TEK	1.844438705	2.128377912	8.375247312	4.501791044	3.513730905	2.830351075	6.110794858	2.509197733	1.829276225	18.77867598	19.84757766	60.00855958	14.26680769	22.78864132	31.35305346	37.63000143	10.98728933	46.98019008	0.708205403	0.748493251	0.501826087	1.500334101	1.916064863	3.19647646	1.408937854	1.583451909	3.04072451
IFT74	38.34077904	37.55324417	30.33780572	29.52526018	37.46885012	30.21314521	53.82622297	47.85398534	48.17094058	8.462923307	12.30549815	5.754919239	16.18181543	9.272619573	10.83589949	20.34209878	10.40595127	8.633290951	1.770513508	2.733627524	2.470528429	4.106177539	3.465223688	3.236432416	7.658841667	5.438813077	2.722172419
PLAA	27.94128422	37.91398619	33.32126291	21.13002823	22.72431576	20.08526245	20.3449218	21.7941746	18.73314356	27.29167575	22.18518125	26.36441634	22.69284176	20.07757882	20.29510684	19.76583536	19.93989546	19.94876938	35.05616745	64.14261725	59.75590639	8.923039652	14.55393949	13.62498091	17.44915342	16.17874776	14.8271519
C9ORF82	23.54602603	23.98934426	19.62611602	27.6190964	23.87366699	20.73317414	23.78453089	22.40355119	20.5285443	10.71636442	7.80671388	8.853721905	7.08552865	5.697160331	11.54645028	3.342327845	2.848556494	7.669379825	4.764290893	7.712734799	5.558688966	1.263439243	1.752995513	3.276388372	1.625697524	2.099794922	2.229864641
CEP350	101.1694252	92.81892147	86.66403979	145.2740137	129.6796574	108.6445606	131.4735684	142.0205917	138.5846117	117.379244	154.0613084	148.1030925	172.9251992	146.908155	140.2449615	154.1504653	144.8113107	123.3387149	30.2596854	23.62635217	27.25301674	115.0914185	164.3739048	207.5711901	125.2148359	209.9450694	85.98010544
SORD	6.906834301	3.896013804	2.695895058	4.096224283	10.34416108	9.377669226	5.561921069	5.556080695	6.944474556	4.707188112	1.808334854	2.951240635	0.287251162	6.797301636	3.330706812	0.80676879	0.29066903	3.604189426	4.635526274	6.834068809	6.793953181	4.856344589	10.80334444	9.030046	7.622715055	5.679773151	9.585522028
B2MG	90.18127968	74.52930111	52.44414519	74.86762402	135.8861541	58.1415492	31.06625649	47.81813966	65.75231763	890.3596237	475.1510092	896.7836543	894.5479921	1499.571181	1035.494543	403.5572741	720.3359901	978.1183374	48.73740819	51.74366384	43.46585956	88.51971194	92.94952951	63.41010178	27.0227055	96.17749202	30.49412295
SNX1	40.69538165	35.46094046	24.44278186	104.2306575	75.98853565	57.59593935	68.53604053	71.08198721	51.4229872	40.4117107	37.22523455	30.88965198	48.54544629	49.07416037	53.33571842	51.86370794	44.5886292	49.41092248	13.71343189	25.67657281	20.1502475	14.60851624	23.52275374	24.41308896	16.43760829	12.83972961	17.31765007
PPIB	133.4667242	136.4326316	124.6581875	72.75867687	91.35700353	83.41010519	73.98818685	68.25017834	74.69544583	87.8341271	109.2498886	49.53165533	72.14791673	57.60025548	58.30957392	79.00571509	107.5475411	67.89287058	17.12569429	18.12655394	12.85446823	20.53088769	14.88007819	13.86471665	11.52438911	22.16832672	14.94298902
CSNK1G1	43.20695776	37.58931837	58.37511431	30.57973376	30.24435667	34.8508289	26.27275873	33.94586076	41.26034151	14.1716408	13.3199299	11.11633973	16.75631775	7.111627723	17.85258851	9.335467429	7.150458138	8.465654233	7.758068278	14.05865584	7.488789302	4.106177539	5.952031275	6.67264461	4.949345794	7.81399094	6.08144902
KIAA0101	1.412761562	1.623339085	1.222139093	0.608350141	1.215028444	1.705030768	1.719804541	0.860296366	1.08401554	0.801223508	0.793903106	1.229683598	0.813878291	1.178722827	0.799369635	17.17264996	8.371268064	16.84749011	0.579440784	0.781036435	1.814294315	0.118447429	0.081534675	0.159823823	1.697950747	0.481920146	0.376470654
TRIP4	11.41982262	8.513511646	13.12002261	8.679128679	11.32931927	12.68542892	12.22158972	11.61400094	17.98788287	11.71789381	10.58537475	8.853721905	11.82517282	9.233328812	15.09920421	9.047335718	11.10355695	17.2665819	29.71243577	34.30051679	32.65729768	28.26945306	43.62105113	38.87714495	15.06479705	17.45239386	18.93936981
